Order No.,Date,Time,Table,Waiter,Type,Product,Category,Price,Cost,Tip,Client Tye
82,2014-08-28,00:00,10,Ernesto,Food,Pasta 4 Quesos,Pasta,69,53.13,0.14,New
82,2014-08-28,00:00,10,Ernesto,Food,Cítricos,Salads,69,56.58,0.14,New
82,2014-08-28,00:00,10,Ernesto,Food,Mexicana,Pizza,115,95.45,0.14,New
83,2014-10-22,16:04,1,Omar,Beverages,Refresco,Non-alcoholic beverages,20,16,0.05,New
83,2014-10-22,16:04,1,Omar,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.05,New
83,2014-10-22,16:04,1,Omar,Beverages,Limonada,Non-alcoholic beverages,25,20,0.05,New
83,2014-10-22,16:04,1,Omar,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.05,New
83,2014-10-22,16:04,1,Omar,Beverages,Indio,Beer,25,21.25,0.05,New
83,2014-10-22,16:04,1,Omar,Beverages,Pacifico,Beer,30,21.9,0.05,New
83,2014-10-22,16:04,1,Omar,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.05,New
83,2014-10-22,16:04,1,Omar,Food,Pasta Alfredo,Pasta,67,55.61,0.05,New
83,2014-10-22,16:04,1,Omar,Food,Pan de Elote,Desserts,40,29.6,0.05,New
83,2014-10-22,16:04,1,Omar,Food,Tacos Arrachera,Tacos,79,66.36,0.05,New
83,2014-10-22,16:04,1,Omar,Food,Brochetas Hawaiianas,Entrees,74,56.98,0.05,New
84,2015-01-17,20:38,5,Mauricio,Beverages,Modelo,Beer,30,23.7,0.2,New
84,2015-01-17,20:38,5,Mauricio,Beverages,Tisana,Non-alcoholic beverages,25,18,0.2,New
84,2015-01-17,20:38,5,Mauricio,Beverages,Victoria,Beer,30,21.3,0.2,New
84,2015-01-17,20:38,5,Mauricio,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.2,New
84,2015-01-17,20:38,5,Mauricio,Beverages,Indio,Beer,25,21.25,0.2,New
84,2015-01-17,20:38,5,Mauricio,Food,Portobello Confitado,Entrees,64,53.76,0.2,New
84,2015-01-17,20:38,5,Mauricio,Food,Pannacotta Vainilla y Café,Desserts,40,32.4,0.2,New
84,2015-01-17,20:38,5,Mauricio,Food,Tropical,Pizza,125,91.25,0.2,New
84,2015-01-17,20:38,5,Mauricio,Food,Pasta Alfredo,Pasta,67,55.61,0.2,New
84,2015-01-17,20:38,5,Mauricio,Food,Pasta de Tomate Deshidratado,Pasta,65,54.6,0.2,New
84,2015-01-17,20:38,5,Mauricio,Food,Esfera del Cheff,Desserts,50,39,0.2,New
85,2014-10-24,19:26,15,Mauricio,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.2,New
85,2014-10-24,19:26,15,Mauricio,Beverages,Modelo,Beer,30,23.7,0.2,New
85,2014-10-24,19:26,15,Mauricio,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.2,New
85,2014-10-24,19:26,15,Mauricio,Food,Ensalada Prímula,Salads,80,68,0.2,New
85,2014-10-24,19:26,15,Mauricio,Food,Salmón,Salads,84,63,0.2,New
86,2014-08-21,23:45,4,Alejandro,Beverages,Victoria,Beer,30,21.3,0.15,New
86,2014-08-21,23:45,4,Alejandro,Beverages,Refresco,Non-alcoholic beverages,20,16,0.15,New
86,2014-08-21,23:45,4,Alejandro,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.15,New
86,2014-08-21,23:45,4,Alejandro,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.15,New
86,2014-08-21,23:45,4,Alejandro,Beverages,Tisana,Non-alcoholic beverages,25,18,0.15,New
86,2014-08-21,23:45,4,Alejandro,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.15,New
86,2014-08-21,23:45,4,Alejandro,Beverages,Limonada,Non-alcoholic beverages,25,20,0.15,New
86,2014-08-21,23:45,4,Alejandro,Beverages,Corona,Beer,30,24.9,0.15,New
86,2014-08-21,23:45,4,Alejandro,Food,Pizza Prímula,Pizza,105,81.9,0.15,New
86,2014-08-21,23:45,4,Alejandro,Food,Mexicana,Pizza,115,95.45,0.15,New
86,2014-08-21,23:45,4,Alejandro,Food,Tropical,Pizza,125,91.25,0.15,New
86,2014-08-21,23:45,4,Alejandro,Food,Pasta de Tomate Deshidratado,Pasta,65,54.6,0.15,New
86,2014-08-21,23:45,4,Alejandro,Food,Pasta Alfredo,Pasta,67,55.61,0.15,New
86,2014-08-21,23:45,4,Alejandro,Food,Italiana,Pizza,123,88.56,0.15,New
86,2014-08-21,23:45,4,Alejandro,Food,Pay de Temporada,Desserts,42,33.6,0.15,New
86,2014-08-21,23:45,4,Alejandro,Food,Quesadillas Gobernador,Tacos,78,60.06,0.15,New
86,2014-08-21,23:45,4,Alejandro,Food,Tacos Capeados,Tacos,75,60.75,0.15,New
87,2014-09-23,22:04,8,Omar,Beverages,Refresco,Non-alcoholic beverages,20,16,0.06,New
87,2014-09-23,22:04,8,Omar,Beverages,Victoria,Beer,30,21.3,0.06,New
87,2014-09-23,22:04,8,Omar,Beverages,Pacifico,Beer,30,21.9,0.06,New
87,2014-09-23,22:04,8,Omar,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.06,New
87,2014-09-23,22:04,8,Omar,Food,Pasta 4 Quesos,Pasta,69,53.13,0.06,New
87,2014-09-23,22:04,8,Omar,Food,Mejillones Horneados,Entrees,75,56.25,0.06,New
87,2014-09-23,22:04,8,Omar,Food,Del Cheff,Pizza,135,112.05,0.06,New
87,2014-09-23,22:04,8,Omar,Food,Tacos Arrachera,Tacos,79,66.36,0.06,New
87,2014-09-23,22:04,8,Omar,Food,Atún Encostrado,Main course,178,145.96,0.06,New
87,2014-09-23,22:04,8,Omar,Food,Vacío,Main course,164,132.84,0.06,New
88,2014-11-24,13:40,9,Alejandro,Beverages,Modelo,Beer,30,23.7,0.15,New
88,2014-11-24,13:40,9,Alejandro,Beverages,Victoria,Beer,30,21.3,0.15,New
88,2014-11-24,13:40,9,Alejandro,Beverages,Pacifico,Beer,30,21.9,0.15,New
88,2014-11-24,13:40,9,Alejandro,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.15,New
88,2014-11-24,13:40,9,Alejandro,Beverages,Limonada,Non-alcoholic beverages,25,20,0.15,New
88,2014-11-24,13:40,9,Alejandro,Food,Lasagna Ratatouille,Pasta,75,54.75,0.15,New
88,2014-11-24,13:40,9,Alejandro,Food,Cítricos,Salads,69,56.58,0.15,New
88,2014-11-24,13:40,9,Alejandro,Food,Pesto & Camarón,Pizza,125,105,0.15,New
88,2014-11-24,13:40,9,Alejandro,Food,Portobello Confitado,Entrees,64,53.76,0.15,New
88,2014-11-24,13:40,9,Alejandro,Food,Espárragos Envueltos,Entrees,78,63.18,0.15,New
88,2014-11-24,13:40,9,Alejandro,Food,Panela a la Leña,Entrees,53,42.4,0.15,New
88,2014-11-24,13:40,9,Alejandro,Food,Camarones al Coco,Salads,84,68.88,0.15,New
88,2014-11-24,13:40,9,Alejandro,Food,Del Huerto,Salads,65,54.6,0.15,New
88,2014-11-24,13:40,9,Alejandro,Food,Salmón Ahumado,Pizza,135,105.3,0.15,New
88,2014-11-24,13:40,9,Alejandro,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.15,New
89,2014-06-14,18:00,9,Alejandro,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.17,New
89,2014-06-14,18:00,9,Alejandro,Food,Quesadillas Gobernador,Tacos,78,60.06,0.17,New
90,2014-03-30,21:50,1,Mariana,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.09,Recurrent
90,2014-03-30,21:50,1,Mariana,Beverages,Refresco,Non-alcoholic beverages,20,16,0.09,Recurrent
90,2014-03-30,21:50,1,Mariana,Beverages,Corona,Beer,30,24.9,0.09,Recurrent
90,2014-03-30,21:50,1,Mariana,Beverages,Modelo,Beer,30,23.7,0.09,Recurrent
90,2014-03-30,21:50,1,Mariana,Beverages,Tecate,Beer,25,18,0.09,Recurrent
90,2014-03-30,21:50,1,Mariana,Food,Vacío,Main course,164,132.84,0.09,Recurrent
90,2014-03-30,21:50,1,Mariana,Food,Quesadillas Gobernador,Tacos,78,60.06,0.09,Recurrent
90,2014-03-30,21:50,1,Mariana,Food,Pasta 4 Quesos,Pasta,69,53.13,0.09,Recurrent
90,2014-03-30,21:50,1,Mariana,Food,Arrachera del Chef,Main course,135,95.85,0.09,Recurrent
90,2014-03-30,21:50,1,Mariana,Food,Pizza Prímula,Pizza,105,81.9,0.09,Recurrent
90,2014-03-30,21:50,1,Mariana,Food,Pera Rostizada,Salads,89,75.65,0.09,Recurrent
91,2015-01-12,19:12,1,Ernesto,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.12,New
91,2015-01-12,19:12,1,Ernesto,Beverages,Corona,Beer,30,24.9,0.12,New
91,2015-01-12,19:12,1,Ernesto,Beverages,Indio,Beer,25,21.25,0.12,New
91,2015-01-12,19:12,1,Ernesto,Beverages,Vino 8,Wine,383,256.61,0.12,New
91,2015-01-12,19:12,1,Ernesto,Food,Brochetas Hawaiianas,Entrees,74,56.98,0.12,New
91,2015-01-12,19:12,1,Ernesto,Food,Mexicana,Pizza,115,95.45,0.12,New
92,2014-07-20,14:24,10,Saul,Beverages,Victoria,Beer,30,21.3,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Beverages,Pacifico,Beer,30,21.9,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Beverages,Corona,Beer,30,24.9,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Beverages,Tecate,Beer,25,18,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Beverages,Minerva,Beer,40,32.4,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Food,Espárragos Envueltos,Entrees,78,63.18,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Food,Frutos del Bosque,Salads,83,69.72,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Food,Del Huerto,Salads,65,54.6,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Food,Panela a la Leña,Entrees,53,42.4,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Food,Margret de Pato,Main course,198,150.48,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Food,Del Cheff,Pizza,135,112.05,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Food,Pasta Alfredo,Pasta,67,55.61,0.08,Recurrent
92,2014-07-20,14:24,10,Saul,Food,Pera Rostizada,Salads,89,75.65,0.08,Recurrent
93,2015-01-18,22:19,14,Alejandro,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.17,New
93,2015-01-18,22:19,14,Alejandro,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.17,New
93,2015-01-18,22:19,14,Alejandro,Beverages,Limonada,Non-alcoholic beverages,25,20,0.17,New
93,2015-01-18,22:19,14,Alejandro,Food,Tropical,Pizza,125,91.25,0.17,New
93,2015-01-18,22:19,14,Alejandro,Food,Esfera del Cheff,Desserts,50,39,0.17,New
93,2015-01-18,22:19,14,Alejandro,Food,Pollo Silvestre,Main course,125,90,0.17,New
93,2015-01-18,22:19,14,Alejandro,Food,Pasta Alfredo,Pasta,67,55.61,0.17,New
93,2015-01-18,22:19,14,Alejandro,Food,Portobello Confitado,Entrees,64,53.76,0.17,New
94,2014-05-10,21:21,14,Rodolfo,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Beverages,Limonada,Non-alcoholic beverages,25,20,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Beverages,Tisana,Non-alcoholic beverages,25,18,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Beverages,Minerva,Beer,40,32.4,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Beverages,Pacifico,Beer,30,21.9,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Beverages,Indio,Beer,25,21.25,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Food,Arrachera del Chef,Main course,135,95.85,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Food,Panela a la Leña,Entrees,53,42.4,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Food,Esfera del Cheff,Desserts,50,39,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Food,Pesto & Camarón,Pizza,125,105,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Food,Pera Rostizada,Salads,89,75.65,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Food,Mexicana,Pizza,115,95.45,0.11,New
94,2014-05-10,21:21,14,Rodolfo,Food,Italiana,Pizza,123,88.56,0.11,New
95,2014-05-16,20:52,3,Ernesto,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.05,New
95,2014-05-16,20:52,3,Ernesto,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.05,New
95,2014-05-16,20:52,3,Ernesto,Beverages,Minerva,Beer,40,32.4,0.05,New
95,2014-05-16,20:52,3,Ernesto,Beverages,Tisana,Non-alcoholic beverages,25,18,0.05,New
95,2014-05-16,20:52,3,Ernesto,Beverages,Victoria,Beer,30,21.3,0.05,New
95,2014-05-16,20:52,3,Ernesto,Food,Salmón Ahumado,Pizza,135,105.3,0.05,New
95,2014-05-16,20:52,3,Ernesto,Food,Pasta 4 Quesos,Pasta,69,53.13,0.05,New
95,2014-05-16,20:52,3,Ernesto,Food,Pera Rostizada,Salads,89,75.65,0.05,New
95,2014-05-16,20:52,3,Ernesto,Food,Tropical,Pizza,125,91.25,0.05,New
95,2014-05-16,20:52,3,Ernesto,Food,Vacío,Main course,164,132.84,0.05,New
95,2014-05-16,20:52,3,Ernesto,Food,Tacos Arrachera,Tacos,79,66.36,0.05,New
96,2014-04-26,22:48,5,Mariana,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Beverages,Indio,Beer,25,21.25,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Beverages,Vino 3,Wine,670,415.4,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Beverages,Corona,Beer,30,24.9,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Beverages,Minerva,Beer,40,32.4,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Beverages,Refresco,Non-alcoholic beverages,20,16,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Beverages,Vino 9 ,Wine,647,478.78,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Food,Camarones al Coco,Salads,84,68.88,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Food,Cítricos,Salads,69,56.58,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Food,Strudel de Manzana,Desserts,45,31.5,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Food,Pesto & Camarón,Pizza,125,105,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Food,Mexicana,Pizza,115,95.45,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Food,Pay de Temporada,Desserts,42,33.6,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Food,Salmón,Salads,84,63,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Food,Vacío,Main course,164,132.84,0.16,Recurrent
96,2014-04-26,22:48,5,Mariana,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.16,Recurrent
97,2014-10-20,18:43,7,Saul,Beverages,Corona,Beer,30,24.9,0.15,Recurrent
97,2014-10-20,18:43,7,Saul,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.15,Recurrent
97,2014-10-20,18:43,7,Saul,Beverages,Refresco,Non-alcoholic beverages,20,16,0.15,Recurrent
97,2014-10-20,18:43,7,Saul,Food,Salmón,Salads,84,63,0.15,Recurrent
97,2014-10-20,18:43,7,Saul,Food,Tacos Arrachera,Tacos,79,66.36,0.15,Recurrent
98,2014-03-22,21:50,5,Alejandro,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.14,New
98,2014-03-22,21:50,5,Alejandro,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.14,New
98,2014-03-22,21:50,5,Alejandro,Food,Pan de Elote,Desserts,40,29.6,0.14,New
98,2014-03-22,21:50,5,Alejandro,Food,Mejillones Horneados,Entrees,75,56.25,0.14,New
99,2014-06-06,22:19,6,Rodolfo,Beverages,Refresco,Non-alcoholic beverages,20,16,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Beverages,Pacifico,Beer,30,21.9,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Beverages,Tecate,Beer,25,18,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Food,Pizza Prímula,Pizza,105,81.9,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Food,Pera Rostizada,Salads,89,75.65,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Food,Pasta 4 Quesos,Pasta,69,53.13,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Food,Margarita,Pizza,105,73.5,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Food,Esfera del Cheff,Desserts,50,39,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Food,Pesto & Camarón,Pizza,125,105,0.11,New
99,2014-06-06,22:19,6,Rodolfo,Food,Pasta de Tomate Deshidratado,Pasta,65,54.6,0.11,New
100,2014-10-01,23:16,9,Ernesto,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.11,New
100,2014-10-01,23:16,9,Ernesto,Beverages,Tecate,Beer,25,18,0.11,New
100,2014-10-01,23:16,9,Ernesto,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.11,New
100,2014-10-01,23:16,9,Ernesto,Beverages,Limonada,Non-alcoholic beverages,25,20,0.11,New
100,2014-10-01,23:16,9,Ernesto,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.11,New
100,2014-10-01,23:16,9,Ernesto,Food,Pollo Silvestre,Main course,125,90,0.11,New
100,2014-10-01,23:16,9,Ernesto,Food,Panela a la Leña,Entrees,53,42.4,0.11,New
100,2014-10-01,23:16,9,Ernesto,Food,Espárragos Envueltos,Entrees,78,63.18,0.11,New
100,2014-10-01,23:16,9,Ernesto,Food,Tiramisú,Desserts,42,31.5,0.11,New
101,2014-08-28,18:43,9,Joel,Beverages,Indio,Beer,25,21.25,0.11,New
101,2014-08-28,18:43,9,Joel,Beverages,Refresco,Non-alcoholic beverages,20,16,0.11,New
101,2014-08-28,18:43,9,Joel,Beverages,Pacifico,Beer,30,21.9,0.11,New
101,2014-08-28,18:43,9,Joel,Beverages,Modelo,Beer,30,23.7,0.11,New
101,2014-08-28,18:43,9,Joel,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.11,New
101,2014-08-28,18:43,9,Joel,Food,Tiramisú,Desserts,42,31.5,0.11,New
101,2014-08-28,18:43,9,Joel,Food,Pollo Silvestre,Main course,125,90,0.11,New
101,2014-08-28,18:43,9,Joel,Food,Pera Rostizada,Salads,89,75.65,0.11,New
101,2014-08-28,18:43,9,Joel,Food,Tacos Capeados,Tacos,75,60.75,0.11,New
101,2014-08-28,18:43,9,Joel,Food,Frutos del Bosque,Salads,83,69.72,0.11,New
101,2014-08-28,18:43,9,Joel,Food,Del Huerto,Salads,65,54.6,0.11,New
102,2014-05-23,21:21,14,Ernesto,Beverages,Pacifico,Beer,30,21.9,0.09,New
102,2014-05-23,21:21,14,Ernesto,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.09,New
102,2014-05-23,21:21,14,Ernesto,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.09,New
102,2014-05-23,21:21,14,Ernesto,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.09,New
102,2014-05-23,21:21,14,Ernesto,Food,Brochetas Hawaiianas,Entrees,74,56.98,0.09,New
102,2014-05-23,21:21,14,Ernesto,Food,Mejillones Horneados,Entrees,75,56.25,0.09,New
103,2014-03-24,17:31,8,Saul,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.14,New
103,2014-03-24,17:31,8,Saul,Food,Quesadillas Gobernador,Tacos,78,60.06,0.14,New
103,2014-03-24,17:31,8,Saul,Food,Esfera del Cheff,Desserts,50,39,0.14,New
103,2014-03-24,17:31,8,Saul,Food,Pesto & Camarón,Pizza,125,105,0.14,New
103,2014-03-24,17:31,8,Saul,Food,Margret de Pato,Main course,198,150.48,0.14,New
104,2014-07-28,21:50,8,Alejandro,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.15,New
104,2014-07-28,21:50,8,Alejandro,Beverages,Indio,Beer,25,21.25,0.15,New
104,2014-07-28,21:50,8,Alejandro,Beverages,Minerva,Beer,40,32.4,0.15,New
104,2014-07-28,21:50,8,Alejandro,Beverages,Corona,Beer,30,24.9,0.15,New
104,2014-07-28,21:50,8,Alejandro,Food,Cítricos,Salads,69,56.58,0.15,New
104,2014-07-28,21:50,8,Alejandro,Food,Pasta 4 Quesos,Pasta,69,53.13,0.15,New
105,2014-06-24,15:36,4,Joel,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Beverages,Modelo,Beer,30,23.7,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Beverages,Indio,Beer,25,21.25,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Beverages,Pacifico,Beer,30,21.9,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Beverages,Limonada,Non-alcoholic beverages,25,20,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Beverages,Tecate,Beer,25,18,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Beverages,Minerva,Beer,40,32.4,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Food,Rollos Prímula,Entrees,73,52.56,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Food,Pan de Elote,Desserts,40,29.6,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Food,Pasta de Tomate Deshidratado,Pasta,65,54.6,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Food,Pollo al Pastor,Pizza,115,94.3,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Food,Salmón al Pesto,Main course,174,121.8,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Food,Pollo Silvestre,Main course,125,90,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Food,Pera Rostizada,Salads,89,75.65,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Food,Lasagna Ratatouille,Pasta,75,54.75,0.07,Recurrent
105,2014-06-24,15:36,4,Joel,Food,Tacos Arrachera,Tacos,79,66.36,0.07,Recurrent
106,2014-02-10,14:09,14,Ernesto,Beverages,Modelo,Beer,30,23.7,0.07,New
106,2014-02-10,14:09,14,Ernesto,Beverages,Indio,Beer,25,21.25,0.07,New
106,2014-02-10,14:09,14,Ernesto,Beverages,Corona,Beer,30,24.9,0.07,New
106,2014-02-10,14:09,14,Ernesto,Beverages,Limonada,Non-alcoholic beverages,25,20,0.07,New
106,2014-02-10,14:09,14,Ernesto,Beverages,Pacifico,Beer,30,21.9,0.07,New
106,2014-02-10,14:09,14,Ernesto,Food,Atún Encostrado,Main course,178,145.96,0.07,New
106,2014-02-10,14:09,14,Ernesto,Food,Tacos Arrachera,Tacos,79,66.36,0.07,New
106,2014-02-10,14:09,14,Ernesto,Food,Tropical,Pizza,125,91.25,0.07,New
106,2014-02-10,14:09,14,Ernesto,Food,Rollos Prímula,Entrees,73,52.56,0.07,New
106,2014-02-10,14:09,14,Ernesto,Food,Del Cheff,Pizza,135,112.05,0.07,New
106,2014-02-10,14:09,14,Ernesto,Food,Ensalada Prímula,Salads,80,68,0.07,New
106,2014-02-10,14:09,14,Ernesto,Food,Cítricos,Salads,69,56.58,0.07,New
106,2014-02-10,14:09,14,Ernesto,Food,Pera Rostizada,Salads,89,75.65,0.07,New
107,2014-11-28,18:57,16,Mauricio,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.2,New
107,2014-11-28,18:57,16,Mauricio,Beverages,Corona,Beer,30,24.9,0.2,New
107,2014-11-28,18:57,16,Mauricio,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.2,New
107,2014-11-28,18:57,16,Mauricio,Food,Pollo Silvestre,Main course,125,90,0.2,New
107,2014-11-28,18:57,16,Mauricio,Food,Frutos del Bosque,Salads,83,69.72,0.2,New
108,2014-07-04,21:07,4,Saul,Beverages,Victoria,Beer,30,21.3,0.15,New
108,2014-07-04,21:07,4,Saul,Beverages,Tisana,Non-alcoholic beverages,25,18,0.15,New
108,2014-07-04,21:07,4,Saul,Beverages,Minerva,Beer,40,32.4,0.15,New
108,2014-07-04,21:07,4,Saul,Food,Pasta Alfredo,Pasta,67,55.61,0.15,New
108,2014-07-04,21:07,4,Saul,Food,Italiana,Pizza,123,88.56,0.15,New
108,2014-07-04,21:07,4,Saul,Food,Pollo al Pastor,Pizza,115,94.3,0.15,New
108,2014-07-04,21:07,4,Saul,Food,Vacío,Main course,164,132.84,0.15,New
109,2014-09-12,19:12,3,Mauricio,Beverages,Tisana,Non-alcoholic beverages,25,18,0.2,New
109,2014-09-12,19:12,3,Mauricio,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.2,New
109,2014-09-12,19:12,3,Mauricio,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.2,New
109,2014-09-12,19:12,3,Mauricio,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.2,New
109,2014-09-12,19:12,3,Mauricio,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.2,New
109,2014-09-12,19:12,3,Mauricio,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.2,New
109,2014-09-12,19:12,3,Mauricio,Food,Tropical,Pizza,125,91.25,0.2,New
109,2014-09-12,19:12,3,Mauricio,Food,Pollo al Pastor,Pizza,115,94.3,0.2,New
109,2014-09-12,19:12,3,Mauricio,Food,Strudel de Manzana,Desserts,45,31.5,0.2,New
109,2014-09-12,19:12,3,Mauricio,Food,Pasta Alfredo,Pasta,67,55.61,0.2,New
109,2014-09-12,19:12,3,Mauricio,Food,Esfera del Cheff,Desserts,50,39,0.2,New
109,2014-09-12,19:12,3,Mauricio,Food,Quesadillas Gobernador,Tacos,78,60.06,0.2,New
109,2014-09-12,19:12,3,Mauricio,Food,Mexicana,Pizza,115,95.45,0.2,New
109,2014-09-12,19:12,3,Mauricio,Food,Italiana,Pizza,123,88.56,0.2,New
110,2014-03-25,18:43,9,Alejandro,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.12,Recurrent
110,2014-03-25,18:43,9,Alejandro,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.12,Recurrent
