DATE,CATEGORY,CLIENT,TREATMENT,ESTHETICIAN,PRICE,% DISCOUNT
44610,Facial,B-15,Collagen and Elastin Line,Rafaella,145,0.02
44610,Facial,B-15,Ice therapy,María,195,0.06
44610,Body,D-13,Reductive,Rafaella,138,0.07
44610,Body,B-11,Energizing Scrub,Camila,202,0.02
44610,Body,A-15,Hyperthermia,Rafaella,202,0.05
44610,Facial,B-12,European,María,199,0.01
44610,Facial,B-11,Collagen and Elastin Line,Ana,145,0.1
44610,Facial,A-10,Deep cleaning,Rafaella,218,0.08
44610,Facial,A-19,European,Rafaella,199,0.05
44610,Body,C-10,Reductive integral,María,191,0.04
44610,Body,C-14,Mud,María,111,0.1
44610,Body,D-15,Mud,Rafaella,111,0.01
44610,Facial,B-20,Cleaning Treatment,María,220,0.08
44610,Body,A-15,Reductive,María,138,0.1
44611,Facial,B-20,Vaporization,Rosa,151,0.1
44611,Facial,B-17,European,Camila,199,
44611,Body,D-14,Ice therapy,Camila,195,
44611,Facial,A-17,European,Rafaella,199,
44611,Facial,C-16,European,Rosa,199,
44611,Body,C-20,Chocotherapy,Rafaella,184,
44611,Body,D-13,Reductive integral,Ana,191,0.06
44611,Facial,B-16,Yax,María,157,0.02
44611,Facial,D-10,Cleaning Treatment,María,220,0.04
44611,Body,D-19,Cacahua,María,168,0.03
44611,Body,D-12,Tequila,Rafaella,146,0.07
