Order No.,Date,Media,Vendor,Platform,Comission,Order type,Client type,Gender,Category,Product,Price
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Shorts,Shorts de bicicleta,26
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Shorts,Shorts de alta cintura,30
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Men,Sweaters and jackets,Sudadera con capucha Imperial,60
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Leggings,Leggings Ombre,36
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Sweaters and jackets,Hoodie Crest,42
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Sportswear,Bra Panel,40
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Men,Tshirts,Camiseta Living Manga Larga,40
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Sweaters and jackets,Sudadera Slouch Crop top,42
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Tops,Camiseta T-Bar,30
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Leggings,Leggings Ombre sin Costuras,40
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Men,Socks,calcetines Delgados,10
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Leggings,Leggings Slounge,40
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Sportswear,Bra Vital sin costuras,40
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Leggings,Leggings Ombre,36
29,2017-04-06 00:00:00,Influencer,marifer.bb,Facebook,0.3,Purchase,Recurrent,Womenes,Tops,Camiseta Pulse espalda baja,28
29,2017-04-06 00:00:00,Influencer,marifer.bb,Facebook,0.3,Purchase,Recurrent,Womenes,Underware,Tanga sin costuras,15
29,2017-04-06 00:00:00,Influencer,marifer.bb,Facebook,0.3,Purchase,Recurrent,Womenes,Underware,Tanga sin costuras,15
29,2017-04-06 00:00:00,Influencer,marifer.bb,Facebook,0.3,Purchase,Recurrent,Men,Pants,Pants de Entrenamiento Reactivo,40
29,2017-04-06 00:00:00,Influencer,marifer.bb,Facebook,0.3,Purchase,Recurrent,Men,Sweaters and jackets,Sudadera Cierre 1/4 Zip,45
30,2017-05-29 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Sweaters and jackets,Sudadera Slouch Crop top,42
30,2017-05-29 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Men,Tshirts,Camiseta manga Larga Statement,45
30,2017-05-29 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Men,Sweaters and jackets,Sudadera Cierre 1/4 Ghost,60
30,2017-05-29 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Sweaters and jackets,Hoodie Crest,42
30,2017-05-29 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Underware,Calcetines Gruesos,18
30,2017-05-29 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Underware,Tanga sin costuras,15
30,2017-05-29 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Leggings,Sin costuras alta cintura,54
30,2017-05-29 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Men,Sweaters and jackets,Sudadera Cierre 1/4 Ghost,60
30,2017-05-29 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Men,Tshirts,Camiseta Respiro,45
30,2017-05-29 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Sweaters and jackets,Sudadera Cross back,46
31,2017-09-16 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Shorts,Shorts de alta cintura,30
